frontyear,backyear,month,day,location,temp_avg,temp_min,temp_max
19,54,1,18,seoul,1.4,-2.2,4.8
19,54,1,19,seoul,1.5,-1.3,5.8
19,54,1,20,seoul,4.7,-1.5,10.7
19,54,1,21,seoul,2.8,0.5,5.5
19,54,1,22,seoul,-2.1,-6.4,1.6
19,54,1,23,seoul,-6,-9.1,-2.6
19,54,1,24,seoul,-7.1,-9.8,-3.4
19,54,1,25,seoul,-8.4,-11.7,-5
19,54,1,26,seoul,-5.4,-11.9,-0.3
19,54,1,27,seoul,-1.1,-5.6,3.4
19,54,1,28,seoul,-5.8,-8.6,-2.1
19,54,1,29,seoul,-5.4,-10.6,-0.4
19,54,1,30,seoul,-3.6,-10,3.6
19,54,1,31,seoul,-3.3,-6.2,-0.2
19,54,2,1,seoul,-5,-8.2,-0.6
19,54,2,2,seoul,-8.1,-12.3,-3.2
19,54,2,3,seoul,-7.6,-13.9,-1.5
19,54,2,4,seoul,-6.3,-12,0
19,54,2,5,seoul,-5.6,-11.5,-0.2
19,54,2,6,seoul,-5.1,-10.6,-0.5
19,54,2,7,seoul,-3.2,-10.8,3
19,54,2,8,seoul,0.1,-7.1,6.2
19,54,2,9,seoul,1.5,-5.1,8.1
19,54,2,10,seoul,4.8,-1.7,9.9
19,54,2,11,seoul,7.1,5,8.6
19,54,2,12,seoul,0.1,-4.3,5.7
19,54,2,13,seoul,1.3,-4.3,6.3
19,54,2,14,seoul,5,1.2,10.5
19,54,2,15,seoul,3.5,1.4,6.1
19,54,2,16,seoul,7.3,2.5,11
19,54,2,17,seoul,1.7,-3.4,6.6
19,54,2,18,seoul,-4.7,-8,-0.4
19,54,2,19,seoul,-2.4,-9.5,3.8
19,54,2,20,seoul,0.4,-3.7,5.6
19,54,2,21,seoul,-3.8,-7.1,-0.4
19,54,2,22,seoul,-2.7,-9.2,2.9
19,54,2,23,seoul,1.9,-2.6,7
19,54,2,24,seoul,5.3,-3.2,12.2
19,54,2,25,seoul,8.8,5.9,10.8
19,54,2,26,seoul,7.7,5.6,10
19,54,2,27,seoul,6,3.4,7.8
19,54,2,28,seoul,4.3,2,6.4
19,54,3,1,seoul,5.4,3.2,7.2
19,54,3,2,seoul,4.2,0.4,9.4
19,54,3,3,seoul,-0.1,-2.6,4
19,54,3,4,seoul,0,-3.6,4.6
19,54,3,5,seoul,-1,-4.9,4.4
19,54,3,6,seoul,-2.9,-6.8,1.2
19,54,3,7,seoul,-2.8,-7.4,1.9
19,54,3,8,seoul,0.6,-4.8,5.8
19,54,3,9,seoul,1.9,-1.1,6.8
19,54,3,10,seoul,5.1,-0.3,10.4
19,54,3,11,seoul,5,-0.1,11.5
19,54,3,12,seoul,-4,-6.6,0.2
19,54,3,13,seoul,-3.3,-7.8,2
19,54,3,14,seoul,0.9,-3.2,6
19,54,3,15,seoul,0.8,-3.8,5.8
19,54,3,16,seoul,2.2,-3,8
19,54,3,17,seoul,4.2,-2.5,11.3
19,54,3,18,seoul,6.2,-1.6,13.9
19,54,3,19,seoul,2.1,-1.2,8.8
19,54,3,20,seoul,0.1,-2.8,3.1
19,54,3,21,seoul,1.1,-3.6,6.7
19,54,3,22,seoul,1.8,-3.6,8.2
19,54,3,23,seoul,4,-1.6,10.9
19,54,3,24,seoul,6.4,1.1,12.8
19,54,3,25,seoul,9.3,0.7,17
19,54,3,26,seoul,12.2,3.9,18.2
19,54,3,27,seoul,10.2,8,13.2
19,54,3,28,seoul,7.4,3.4,12
19,54,3,29,seoul,5.2,0.3,11.3
19,54,3,30,seoul,6.5,0.6,12.2
19,54,3,31,seoul,8.9,0.8,16.3
19,54,4,1,seoul,12.2,5.7,20.2
19,54,4,2,seoul,11.3,5.5,19.5
19,54,4,3,seoul,11.6,5.6,19.9
19,54,4,4,seoul,13.9,7.4,22.3
19,54,4,5,seoul,15.4,11.6,22.4
19,54,4,6,seoul,13.6,7.6,21.6
19,54,4,7,seoul,8,6.1,11.8
19,54,4,8,seoul,9.5,5.4,15.7
19,54,4,9,seoul,10.5,3.4,19
19,54,4,10,seoul,11.4,4.8,20.2
19,54,4,11,seoul,10.6,6.2,15.6
19,54,4,12,seoul,9.6,7,13.6
19,54,4,13,seoul,10.1,4.4,17.9
19,54,4,14,seoul,12.3,6.2,20.2
19,54,4,15,seoul,13.8,7.8,20.6
19,54,4,16,seoul,18.6,10.3,26.8
19,54,4,17,seoul,14.1,11.2,17.8
19,54,4,18,seoul,10.6,6.7,15.4
19,54,4,19,seoul,7.9,5.2,11.9
19,54,4,20,seoul,7.7,3.2,13.3
19,54,4,21,seoul,8.9,3,15.1
19,54,4,22,seoul,9.7,4.2,17
19,54,4,23,seoul,12.4,3.7,21.2
19,54,4,24,seoul,13.9,9.2,19.4
19,54,4,25,seoul,14.6,10.4,20.2
19,54,4,26,seoul,12.8,9.1,17.8
19,54,4,27,seoul,11,5,18.6
19,54,4,28,seoul,11.9,6.8,18
19,54,4,29,seoul,14.7,9.1,21.2
19,54,4,30,seoul,12.5,10,18
19,54,5,1,seoul,12.1,9.8,14.2
19,54,5,2,seoul,10.7,8.8,14
19,54,5,3,seoul,11.3,9.6,17.6
19,54,5,4,seoul,12.3,8.4,19.4
19,54,5,5,seoul,14.2,8.3,20.8
19,54,5,6,seoul,17.5,10.3,25.3
19,54,5,7,seoul,18,13.1,26.1
19,54,5,8,seoul,20.1,13.7,27.9
19,54,5,9,seoul,15.2,11.4,19.6
19,54,5,10,seoul,14.1,9.6,20.1
19,54,5,11,seoul,15.1,9.1,21.4
19,54,5,12,seoul,17.8,10,25.5
19,54,5,13,seoul,17.2,15.3,24
19,54,5,14,seoul,15.9,12.2,19.9
19,54,5,15,seoul,15,10.1,20.7
19,54,5,16,seoul,15.6,10.8,22.4
19,54,5,17,seoul,14.4,7.8,22.2
19,54,5,18,seoul,16.1,10.5,23.2
19,54,5,19,seoul,19.1,12.5,26.6
19,54,5,20,seoul,21.3,15.1,28.6
19,54,5,21,seoul,20.5,16.3,26.7
19,54,5,22,seoul,18.7,14.8,25.6
19,54,5,23,seoul,17,13.8,22.5
19,54,5,24,seoul,17.5,14.8,22
19,54,5,25,seoul,16.6,11.3,24.1
19,54,5,26,seoul,18.1,9.8,26.4
19,54,5,27,seoul,18.8,13.8,24.8
19,54,5,28,seoul,17.9,13.1,25.4
19,54,5,29,seoul,18.5,14.1,25.8
19,54,5,30,seoul,18.7,13.9,26.8
19,54,5,31,seoul,18.2,11.9,25
19,54,6,1,seoul,16.2,13.1,19.5
19,54,6,2,seoul,14.6,12.6,17.3
19,54,6,3,seoul,16.2,13.4,20.4
19,54,6,4,seoul,18.8,14.7,24.7
19,54,6,5,seoul,17.7,13.9,22.4
19,54,6,6,seoul,16.3,13.8,20.5
19,54,6,7,seoul,18.8,13,24.3
19,54,6,8,seoul,18,15.4,21
19,54,6,9,seoul,17.8,14.2,22.4
19,54,6,10,seoul,16.8,14.2,20
19,54,6,11,seoul,15.9,14.4,19
19,54,6,12,seoul,19.4,15.1,26.7
19,54,6,13,seoul,20.6,16,25.3
19,54,6,14,seoul,20.2,15.8,26.5
19,54,6,15,seoul,19.2,15.6,26.6
19,54,6,16,seoul,21.4,15,27.6
19,54,6,17,seoul,23.3,17.2,29.9
19,54,6,18,seoul,23.6,19.5,28.4
19,54,6,19,seoul,21.3,17.9,26.6
19,54,6,20,seoul,20.1,16.6,26.7
19,54,6,21,seoul,21.4,16.1,27.2
19,54,6,22,seoul,22.8,18.3,29.2
19,54,6,23,seoul,23.1,17.5,29.7
19,54,6,24,seoul,22.1,16.9,28.3
19,54,6,25,seoul,22.3,18.8,27.6
19,54,6,26,seoul,20.1,17.6,23.6
19,54,6,27,seoul,22.7,16,30.4
19,54,6,28,seoul,20,18.2,23.2
19,54,6,29,seoul,18.2,15.5,20.1
19,54,6,30,seoul,19.1,15.1,23.8
19,54,7,1,seoul,21.4,17.8,25.4
19,54,7,2,seoul,20.3,19,23
19,54,7,3,seoul,23.2,18.8,28.7
19,54,7,4,seoul,22.2,18.4,25.8
19,54,7,5,seoul,19.7,18.1,21
19,54,7,6,seoul,21.8,18.6,25.9
19,54,7,7,seoul,18.2,16.7,20.7
19,54,7,8,seoul,17.9,16.9,20.8
19,54,7,9,seoul,19.9,17.1,25.1
19,54,7,10,seoul,21.6,18.6,29.1
19,54,7,11,seoul,20.7,16,26.5
19,54,7,12,seoul,19.8,13.8,26.9
19,54,7,13,seoul,20.6,13.6,27.6
19,54,7,14,seoul,22.6,17.2,30.3
19,54,7,15,seoul,23.4,19.5,28.1
19,54,7,16,seoul,24.7,20.6,31.9
19,54,7,17,seoul,21.1,19.2,22.8
19,54,7,18,seoul,21.1,19.5,24.2
19,54,7,19,seoul,21,19.3,24.5
19,54,7,20,seoul,25.1,19.3,31.4
19,54,7,21,seoul,23.2,22,24.2
19,54,7,22,seoul,22.6,21.8,23.6
19,54,7,23,seoul,22.6,22,23.9
19,54,7,24,seoul,23.7,22,26.9
19,54,7,25,seoul,23.1,20.7,27.5
19,54,7,26,seoul,23.4,21,27.1
19,54,7,27,seoul,24.4,20.9,29.5
19,54,7,28,seoul,23,20.8,28.3
19,54,7,29,seoul,23,19.9,27.5
19,54,7,30,seoul,22.3,19.1,27.4
19,54,7,31,seoul,22.5,18.6,27.5
19,54,8,1,seoul,21.9,16.9,26.8
19,54,8,2,seoul,19.6,18,21.2
19,54,8,3,seoul,22.6,20,25.2
19,54,8,4,seoul,24.7,22.8,28.1
19,54,8,5,seoul,26.3,22,32.5
19,54,8,6,seoul,26.6,23,31.7
19,54,8,7,seoul,27.2,23.8,32.8
19,54,8,8,seoul,25.3,21.4,31
19,54,8,9,seoul,26.7,23.5,32.2
19,54,8,10,seoul,28,23.1,34.3
19,54,8,11,seoul,26.3,24.3,29
19,54,8,12,seoul,27.2,24.6,32
19,54,8,13,seoul,28.1,25,33
19,54,8,14,seoul,27.5,24.2,32.9
19,54,8,15,seoul,27.2,24.4,31.4
19,54,8,16,seoul,28.2,24.6,33.6
19,54,8,17,seoul,28.4,24.1,33.8
19,54,8,18,seoul,26.7,23,31.8
19,54,8,19,seoul,25.6,21.3,30.7
19,54,8,20,seoul,24.3,21.7,27.3
19,54,8,21,seoul,24.9,23.4,30.1
19,54,8,22,seoul,27.1,24.2,32.4
19,54,8,23,seoul,25.1,24.5,29.7
19,54,8,24,seoul,27.7,23.7,33.2
19,54,8,25,seoul,26.7,24.6,31.1
19,54,8,26,seoul,26.4,24.2,29.1
19,54,8,27,seoul,24.4,22.6,26
19,54,8,28,seoul,24.5,21.8,29.4
19,54,8,29,seoul,23,20.6,27.9
19,54,8,30,seoul,23.6,20.6,28.8
19,54,8,31,seoul,24.3,20.6,29.7
19,54,9,1,seoul,23.1,20.6,27.9
19,54,9,2,seoul,23.2,18.4,28.4
19,54,9,3,seoul,23.6,20,29.3
19,54,9,4,seoul,24.1,19.2,30
19,54,9,5,seoul,20.9,19.1,24
19,54,9,6,seoul,23.1,19.6,26
19,54,9,7,seoul,23.9,21.4,29.1
19,54,9,8,seoul,22.3,18.8,27
19,54,9,9,seoul,20.6,16.9,25.9
19,54,9,10,seoul,22.5,16.4,29.2
19,54,9,11,seoul,22.5,18.8,28.1
19,54,9,12,seoul,24.1,21.1,28.1
19,54,9,13,seoul,19.3,17.5,22.4
19,54,9,14,seoul,18.7,16.3,20.3
19,54,9,15,seoul,17.4,15.4,20.5
19,54,9,16,seoul,21.4,16.7,27.7
19,54,9,17,seoul,20.2,14.2,26.4
19,54,9,18,seoul,18.2,11.5,26.4
19,54,9,19,seoul,20.2,14.2,26.6
19,54,9,20,seoul,20.2,17.9,24.3
19,54,9,21,seoul,20.6,16.8,25.3
19,54,9,22,seoul,21,17,27.3
19,54,9,23,seoul,20.1,17.2,24.9
19,54,9,24,seoul,18.9,16,22.8
19,54,9,25,seoul,16.3,14.1,17.5
19,54,9,26,seoul,16,12.7,21
19,54,9,27,seoul,14.7,10.2,20.7
19,54,9,28,seoul,15.9,11.1,23.1
19,54,9,29,seoul,17.2,10.4,23.6
19,54,9,30,seoul,18.2,14.4,24
19,54,10,1,seoul,19,13.6,25
19,54,10,2,seoul,17.4,15.3,20.5
19,54,10,3,seoul,13.4,8.1,16.5
19,54,10,4,seoul,11.3,4.4,19.5
19,54,10,5,seoul,14.3,10.1,17
19,54,10,6,seoul,14.1,12.4,15.2
19,54,10,7,seoul,14.7,10.9,19.8
19,54,10,8,seoul,12.8,9.3,17.7
19,54,10,9,seoul,10.5,6,16
19,54,10,10,seoul,10,4.1,16.3
19,54,10,11,seoul,8.4,4.9,13.4
19,54,10,12,seoul,7,1,13.7
19,54,10,13,seoul,8.9,1.2,16.7
19,54,10,14,seoul,11.3,4.3,19.4
19,54,10,15,seoul,12,5.3,19.7
19,54,10,16,seoul,13.6,8.4,20.3
19,54,10,17,seoul,13.1,8.9,17.8
19,54,10,18,seoul,13.6,8.1,20.6
19,54,10,19,seoul,14.7,8.5,22
19,54,10,20,seoul,14.4,10.9,20.6
19,54,10,21,seoul,13.1,7.3,19.6
19,54,10,22,seoul,11.3,6.9,15.4
19,54,10,23,seoul,11.6,5.9,17.6
19,54,10,24,seoul,14.2,7.4,22.5
19,54,10,25,seoul,15.4,8.6,23.7
19,54,10,26,seoul,14.8,8.9,22.4
19,54,10,27,seoul,14.9,9.7,22
19,54,10,28,seoul,10.9,6,14.5
19,54,10,29,seoul,10.1,2.5,17.2
19,54,10,30,seoul,7.2,3.4,11.2
19,54,10,31,seoul,8.7,0.8,16.4
19,54,11,1,seoul,8.4,4.2,14.1
19,54,11,2,seoul,6,0.5,12.2
19,54,11,3,seoul,10,2.5,17.2
19,54,11,4,seoul,11.6,5.1,17.9
19,54,11,5,seoul,10,3.4,16.8
19,54,11,6,seoul,10.3,3.3,17.8
19,54,11,7,seoul,10.3,5.8,13.8
19,54,11,8,seoul,13.5,9.1,17.8
19,54,11,9,seoul,13.9,10.4,18.9
19,54,11,10,seoul,13.5,9,18.6
19,54,11,11,seoul,8.3,3.7,12.4
19,54,11,12,seoul,8.3,-0.2,14.9
19,54,11,13,seoul,11.5,6.8,17.4
19,54,11,14,seoul,10.6,5.8,15.2
19,54,11,15,seoul,6.5,2.6,11.6
19,54,11,16,seoul,4.3,0.9,9.2
19,54,11,17,seoul,2.7,-2.3,8.7
19,54,11,18,seoul,4.4,-2.4,9.2
19,54,11,19,seoul,6.1,0.7,11.3
19,54,11,20,seoul,7.5,1.1,14.3
19,54,11,21,seoul,8.9,2.7,15.8
19,54,11,22,seoul,10,3.2,18
19,54,11,23,seoul,11.7,6.4,19.1
19,54,11,24,seoul,11.1,6.1,17
19,54,11,25,seoul,8.5,6.7,10.4
19,54,11,26,seoul,11.5,5.3,16.9
19,54,11,27,seoul,13,11,15.2
19,54,11,28,seoul,12.7,8.1,18.1
19,54,11,29,seoul,11.2,9,13.2
19,54,11,30,seoul,9.4,7.8,11.1
19,54,12,1,seoul,4.4,-1.4,10.4
19,54,12,2,seoul,-4.6,-6.6,-1.1
19,54,12,3,seoul,-3.3,-7.1,0.7
19,54,12,4,seoul,-1.9,-6.9,2.9
19,54,12,5,seoul,0.5,-3.3,4.7
19,54,12,6,seoul,3,-4.3,9.3
19,54,12,7,seoul,8.8,6.3,10.9
19,54,12,8,seoul,5.1,-0.8,8.7
19,54,12,9,seoul,-1.5,-4.2,2.1
19,54,12,10,seoul,-3.5,-6,-0.5
19,54,12,11,seoul,-3.8,-7.8,0
19,54,12,12,seoul,-4,-7.4,0
19,54,12,13,seoul,-2.4,-5.6,-0.2
19,54,12,14,seoul,-7.5,-10.4,-2.6
19,54,12,15,seoul,-5.5,-11,-0.7
19,54,12,16,seoul,-2.2,-6.2,3.2
19,54,12,17,seoul,-3.7,-8.8,2.8
19,54,12,18,seoul,-1.5,-8,2.6
19,54,12,19,seoul,1.8,-0.9,5.6
19,54,12,20,seoul,-0.2,-3.8,3.9
19,54,12,21,seoul,1.5,-4.4,6.3
19,54,12,22,seoul,-4.2,-8.5,0.8
19,54,12,23,seoul,-5.4,-10.2,-0.9
19,54,12,24,seoul,-5.9,-8.3,-2
19,54,12,25,seoul,-8.2,-12.1,-4.4
19,54,12,26,seoul,-7.8,-11.8,-4.4
19,54,12,27,seoul,-7.6,-12.5,-2.9
19,54,12,28,seoul,-4,-10,0.3
19,54,12,29,seoul,-6.8,-11,-3.2
19,54,12,30,seoul,-7.1,-11.2,-4.9
19,54,12,31,seoul,-6.1,-10.7,-2.3
19,55,1,1,seoul,-8.7,-11.8,-5.6
19,55,1,2,seoul,-10.8,-13.9,-6.3
19,55,1,3,seoul,-9.5,-14.8,-4.3
19,55,1,4,seoul,-5.8,-10.2,-2.9
19,55,1,5,seoul,-8.4,-12,-4.4
19,55,1,6,seoul,-10,-13.6,-6.3
19,55,1,7,seoul,-9.2,-14.3,-3.3
19,55,1,8,seoul,-5.6,-12.4,0
19,55,1,9,seoul,-6.2,-10.8,-2.9
19,55,1,10,seoul,-12.4,-15,-9.1
19,55,1,11,seoul,-11.1,-17.2,-4.6
19,55,1,12,seoul,-1.8,-9.6,4
19,55,1,13,seoul,-1.2,-6.3,2.4
19,55,1,14,seoul,-0.8,-6.8,3.4
19,55,1,15,seoul,-8.3,-14.1,-1.6
19,55,1,16,seoul,-11.2,-15.8,-7.4
19,55,1,17,seoul,-9.1,-12.4,-5.1
19,55,1,18,seoul,-7.4,-14.2,-1.7
19,55,1,19,seoul,-2.4,-6.4,2.6
19,55,1,20,seoul,-6.9,-9.8,-3.7
19,55,1,21,seoul,-3.7,-12.1,1.2
19,55,1,22,seoul,-1.2,-4,3
19,55,1,23,seoul,-1.3,-8.7,5.4
19,55,1,24,seoul,0,-4.7,5.3
19,55,1,25,seoul,-0.9,-5.5,3.8
19,55,1,26,seoul,-4.4,-7.4,-0.8
19,55,1,27,seoul,-4.6,-10.8,2.1
19,55,1,28,seoul,-2.4,-9.4,3.9
19,55,1,29,seoul,-1.2,-3.8,2.5
19,55,1,30,seoul,-2.2,-8.1,2
19,55,1,31,seoul,-6.2,-11.3,-2
19,55,2,1,seoul,-1.1,-5,4.1
19,55,2,2,seoul,0.9,-3.1,7
19,55,2,3,seoul,-1.6,-5.5,3
19,55,2,4,seoul,-1.9,-6.2,5
19,55,2,5,seoul,-3.7,-8.4,1.6
19,55,2,6,seoul,-2.2,-9.2,4
19,55,2,7,seoul,0.9,-2.1,4.8
19,55,2,8,seoul,1.5,-4.2,8.7
19,55,2,9,seoul,1.8,-1.5,6.2
19,55,2,10,seoul,-3.5,-11.5,1.5
19,55,2,11,seoul,-10.8,-14.3,-6.6
19,55,2,12,seoul,-7.3,-14.2,-2
19,55,2,13,seoul,-1.2,-6.6,3.7
19,55,2,14,seoul,3.4,0.5,6.4
19,55,2,15,seoul,2.2,-1,6.5
19,55,2,16,seoul,2.1,-4.2,9.7
19,55,2,17,seoul,4.8,-0.8,11.1
19,55,2,18,seoul,5.4,-0.5,11.3
19,55,2,19,seoul,-0.6,-5.3,5.8
19,55,2,20,seoul,-8.4,-11,-5
19,55,2,21,seoul,-9,-14.2,-4.5
19,55,2,22,seoul,0.8,-6.8,5.6
19,55,2,23,seoul,3.4,0.5,7.6
19,55,2,24,seoul,2.9,-1.3,7.2
19,55,2,25,seoul,2.5,-3.8,10.6
19,55,2,26,seoul,7.9,-1.1,15.1
19,55,2,27,seoul,7.1,0.7,12.8
19,55,2,28,seoul,0.1,-2.2,4
19,55,3,1,seoul,2,-3.3,8.2
19,55,3,2,seoul,1.7,-1.4,5.5
19,55,3,3,seoul,1.8,-3.9,7.6
19,55,3,4,seoul,1.8,-2.8,7.7
19,55,3,5,seoul,2.8,-0.5,8.6
19,55,3,6,seoul,1.6,0.2,3.1
19,55,3,7,seoul,2.6,-1,5.4
19,55,3,8,seoul,2.7,-0.5,6.6
19,55,3,9,seoul,0.3,-2.8,5.9
19,55,3,10,seoul,1.8,-4.8,8.2
19,55,3,11,seoul,7.5,-1.3,13.7
19,55,3,12,seoul,5.1,-1.7,10.8
19,55,3,13,seoul,-2.5,-4.7,0.3
19,55,3,14,seoul,-0.3,-4.7,3.9
19,55,3,15,seoul,2.5,-3.2,8.6
19,55,3,16,seoul,8,1.1,13.8
19,55,3,17,seoul,11,3.8,14.6
19,55,3,18,seoul,-0.1,-2.8,3.8
19,55,3,19,seoul,2.6,-2.7,8.5
19,55,3,20,seoul,7.2,0.9,13.9
19,55,3,21,seoul,7.8,5.1,12.2
19,55,3,22,seoul,8.8,4,16.2
19,55,3,23,seoul,6.5,2.2,10.8
19,55,3,24,seoul,6.7,2.7,11.5
19,55,3,25,seoul,3.2,0,8.1
19,55,3,26,seoul,5.4,-1.8,11.9
19,55,3,27,seoul,8,2.3,13.3
19,55,3,28,seoul,7.9,3.5,14.4
19,55,3,29,seoul,6.7,1.7,12.7
19,55,3,30,seoul,7.9,5.6,10.9
19,55,3,31,seoul,8.6,4.5,14.3
19,55,4,1,seoul,8.7,5.4,14.7
19,55,4,2,seoul,7.2,2.9,13.9
19,55,4,3,seoul,5.3,0.7,11.1
19,55,4,4,seoul,3.1,-2.5,9
19,55,4,5,seoul,7.7,1.1,14.8
19,55,4,6,seoul,12.3,6.7,17.9
19,55,4,7,seoul,16.5,10.2,21.2
19,55,4,8,seoul,15.7,9.8,22.2
19,55,4,9,seoul,11.9,9.7,14.4
19,55,4,10,seoul,9.4,5.9,13.2
19,55,4,11,seoul,13.8,4.1,22
19,55,4,12,seoul,19.6,15.7,25
19,55,4,13,seoul,14.8,10.3,18.9
19,55,4,14,seoul,13.3,10.2,16.4
19,55,4,15,seoul,9.8,8.9,11.6
19,55,4,16,seoul,10.9,9.2,12.1
19,55,4,17,seoul,9.7,8,11.1
19,55,4,18,seoul,8.8,6.9,10.7
19,55,4,19,seoul,7.6,5,8.9
19,55,4,20,seoul,7.9,2.6,13.5
19,55,4,21,seoul,8.8,3.4,15.5
19,55,4,22,seoul,11.8,3.8,19.8
19,55,4,23,seoul,11.1,8.8,15
19,55,4,24,seoul,11.3,8.1,13.8
19,55,4,25,seoul,9.3,5.2,15.4
19,55,4,26,seoul,11.2,3.6,19
19,55,4,27,seoul,12.5,6.4,19.4
19,55,4,28,seoul,13,6.9,20.4
19,55,4,29,seoul,15.6,10,23.8
19,55,4,30,seoul,15.6,7.9,23.8
19,55,5,1,seoul,16.1,9.2,24.3
19,55,5,2,seoul,18.1,10,26
19,55,5,3,seoul,13.2,10.9,18
19,55,5,4,seoul,13.3,9.3,18.2
19,55,5,5,seoul,14.8,11.5,19.8
19,55,5,6,seoul,16.3,11.7,22.7
19,55,5,7,seoul,17.3,10.3,25.1
19,55,5,8,seoul,17.4,11.2,25.2
19,55,5,9,seoul,16.7,11.9,24.1
19,55,5,10,seoul,18,12.3,29
19,55,5,11,seoul,11.9,9.9,15.3
19,55,5,12,seoul,12.4,9.8,18.1
19,55,5,13,seoul,14.2,8.2,21.6
19,55,5,14,seoul,16.6,9.5,24.5
19,55,5,15,seoul,18.7,12.4,26.5
19,55,5,16,seoul,15.8,13.1,19.3
19,55,5,17,seoul,15.8,13.8,20.6
19,55,5,18,seoul,14.2,11.2,19.9
19,55,5,19,seoul,15.3,10.9,20.6
19,55,5,20,seoul,14.8,11,21.1
19,55,5,21,seoul,15.6,10.7,24
19,55,5,22,seoul,15.1,9.5,22.5
19,55,5,23,seoul,17.2,8.7,26.6
19,55,5,24,seoul,17.5,13.5,24.7
19,55,5,25,seoul,16.5,9.9,24.8
19,55,5,26,seoul,18,12,26.3
19,55,5,27,seoul,17.4,12.2,22.9
19,55,5,28,seoul,14.3,13.3,16.1
19,55,5,29,seoul,15.9,12.2,20.3
19,55,5,30,seoul,16.8,12.1,23
19,55,5,31,seoul,17.3,11.3,24.5
19,55,6,1,seoul,16.5,12.2,22.4
19,55,6,2,seoul,17.6,11.2,24.4
19,55,6,3,seoul,17,12.5,23.9
19,55,6,4,seoul,18.4,11.7,25.7
19,55,6,5,seoul,20.3,13,28.3
19,55,6,6,seoul,20.9,14.7,28.4
19,55,6,7,seoul,20.2,15.2,28.1
19,55,6,8,seoul,19.6,14.3,27.2
19,55,6,9,seoul,21,15.5,29.9
19,55,6,10,seoul,21.8,17.7,29.2
19,55,6,11,seoul,22.7,16,29.7
19,55,6,12,seoul,24.4,19.6,32.8
19,55,6,13,seoul,25.4,18.2,33.7
19,55,6,14,seoul,24.5,19.2,30.9
19,55,6,15,seoul,23.5,19.3,30.9
19,55,6,16,seoul,24.1,18.5,33.2
19,55,6,17,seoul,21.1,19.8,22.8
19,55,6,18,seoul,21,18.8,24.3
19,55,6,19,seoul,22,18.6,26.3
19,55,6,20,seoul,20.9,19.1,26.1
19,55,6,21,seoul,21.5,18.3,27.7
19,55,6,22,seoul,24,17,33.8
19,55,6,23,seoul,25.3,22,31.9
19,55,6,24,seoul,22.7,21.8,23.2
19,55,6,25,seoul,20.5,19.6,22
19,55,6,26,seoul,19.9,18.2,21.3
19,55,6,27,seoul,19.1,17.8,20.5
19,55,6,28,seoul,21.6,16.8,26.8
19,55,6,29,seoul,21.9,18.6,26.7
19,55,6,30,seoul,22,20.2,25.6
19,55,7,1,seoul,25.2,20.1,29.9
19,55,7,2,seoul,23.6,21.8,25.5
19,55,7,3,seoul,20.9,18.3,23.8
19,55,7,4,seoul,19.5,17.9,21.9
19,55,7,5,seoul,19.8,18.7,21.2
19,55,7,6,seoul,21.5,18.5,25.5
19,55,7,7,seoul,22.9,18.6,28.6
19,55,7,8,seoul,24.2,19.2,30.6
19,55,7,9,seoul,24.7,20.3,31
19,55,7,10,seoul,24.5,22.5,27.6
19,55,7,11,seoul,24.3,22.8,26
19,55,7,12,seoul,22.4,21.3,25.3
19,55,7,13,seoul,21.7,20.5,23.5
19,55,7,14,seoul,22.8,19.4,25.9
19,55,7,15,seoul,27.5,23.2,32.4
19,55,7,16,seoul,27.4,24.8,31.7
19,55,7,17,seoul,25.5,23.9,31.5
19,55,7,18,seoul,26,23.5,28.9
19,55,7,19,seoul,24.6,22.8,27.1
19,55,7,20,seoul,25.5,22.1,30.3
19,55,7,21,seoul,24.6,22.5,28.5
19,55,7,22,seoul,24.5,22.2,29
19,55,7,23,seoul,26.6,22.7,31.5
19,55,7,24,seoul,25.4,23.3,29.8
19,55,7,25,seoul,25.7,22.5,29.5
19,55,7,26,seoul,26.1,23.7,32.8
19,55,7,27,seoul,26.8,23,32.3
19,55,7,28,seoul,26.8,24.3,31.5
19,55,7,29,seoul,26.1,24.3,29.3
19,55,7,30,seoul,25.5,25,30.2
19,55,7,31,seoul,25.5,23.3,28.8
19,55,8,1,seoul,25.4,23.3,27.2
19,55,8,2,seoul,25.4,22.4,29.4
19,55,8,3,seoul,26.1,22.4,31.1
19,55,8,4,seoul,26.1,22.8,30.7
19,55,8,5,seoul,26.2,24,30.6
19,55,8,6,seoul,26.7,23,30.9
19,55,8,7,seoul,26.5,23.6,32.3
19,55,8,8,seoul,26.4,23.5,32.1
19,55,8,9,seoul,26.7,23.1,32
19,55,8,10,seoul,27.6,23.9,33.3
19,55,8,11,seoul,27.2,23.2,33.3
19,55,8,12,seoul,25.3,19.4,32.6
19,55,8,13,seoul,25.3,19.9,32.3
19,55,8,14,seoul,25.4,20.4,31.8
19,55,8,15,seoul,26.2,21.3,32.8
19,55,8,16,seoul,27.5,23.4,33.9
19,55,8,17,seoul,27.5,23.3,33.3
19,55,8,18,seoul,26.8,22.1,33.8
19,55,8,19,seoul,26.1,22.2,32.3
19,55,8,20,seoul,26.2,23.2,31.8
19,55,8,21,seoul,26.1,20.8,32.8
19,55,8,22,seoul,26.4,20.3,33
19,55,8,23,seoul,26,20.4,33.1
19,55,8,24,seoul,26.8,21.4,33.5
19,55,8,25,seoul,27.4,21.8,34.2
